domain,prompt_id,context_position,top_k,temperature_ratio,seed,moment4_tail_tv,moment4_partition_abs_error,moment4_certificate_bound,moment4_certificate_relative_to_true_partition,moment4_bound_to_error_ratio,uniform_tail_tv,moment4_certified,sample6_tail_tv,cache_budget_bytes
ordinary,0,26,32,1.1,20260924,0.000147686410819,0.000205291088104,0.00410209689289,0.0479188039899,19.9818553925,0.0482911641106,1,0.0653427643817,24
ordinary,0,26,32,1.1,20260925,0.000147686410819,0.000205291088104,0.00410209689289,0.0479188039899,19.9818553925,0.0482911641106,1,0.00538968869102,24
ordinary,0,26,32,1.1,20260926,0.000147686410819,0.000205291088104,0.00410209689289,0.0479188039899,19.9818553925,0.0482911641106,1,0.0653075960616,24
ordinary,0,30,8,0.9,20260924,0.000410259224155,0.000366570164494,0.0177745446563,0.451026469469,48.4887924194,0.0276401370842,1,0.0461686082969,24
ordinary,0,30,8,0.9,20260925,0.000410259224155,0.000366570164494,0.0177745446563,0.451026469469,48.4887924194,0.0276401370842,1,0.0462184957576,24
ordinary,0,30,8,0.9,20260926,0.000410259224155,0.000366570164494,0.0177745446563,0.451026469469,48.4887924194,0.0276401370842,1,0.0462483317789,24
ordinary,0,30,8,1.1,20260924,0.000154782657248,0.000207004881275,0.00334725528955,0.023851942271,16.1699333191,0.0981818380714,1,0.116383491037,24
ordinary,0,30,8,1.1,20260925,0.000154782657248,0.000207004881275,0.00334725528955,0.023851942271,16.1699333191,0.0981818380714,1,0.117442932849,24
ordinary,0,30,8,1.1,20260926,0.000154782657248,0.000207004881275,0.00334725528955,0.023851942271,16.1699333191,0.0981818380714,1,0.118361520955,24
ordinary,0,30,32,0.9,20260924,0.000368458477943,0.000315749495104,0.0155550334603,3.24342060089,49.2638435364,0.00280855400269,1,0.00562824717401,24
ordinary,0,30,32,0.9,20260925,0.000368458477943,0.000315749495104,0.0155550334603,3.24342060089,49.2638435364,0.00280855400269,1,0.00525622404327,24
ordinary,0,30,32,0.9,20260926,0.000368458477943,0.000315749495104,0.0155550334603,3.24342060089,49.2638435364,0.00280855400269,1,0.00551967390842,24
ordinary,0,30,32,1.1,20260924,0.000151205624083,0.000183979147769,0.00292926677503,0.0782962441444,15.9217319489,0.0204445466241,1,0.0316166263386,24
ordinary,0,30,32,1.1,20260925,0.000151205624083,0.000183979147769,0.00292926677503,0.0782962441444,15.9217319489,0.0204445466241,1,0.0237832679501,24
